"district","tm","y","m","pop","pop_low","pop_upp","pop_u5","pop_u5_low","pop_u5_upp","pop_u5_alt","prop_idp","dep_rate","arr_rate"
"Ceel Barde","113",2022,5,57743,39818,73576,14027,9592,18103,11837,0.481281415049399,17.945240319645,12.548992473778
"Ceel Buur","113",2022,5,113273,73962,162704,28956,18317,42963,23221,0.379981274405275,3.20476488252344,0
"Ceel Dheer","113",2022,5,117259,95123,131085,30615,24293,34941,24038,0.168248410623911,0.528644208280844,0
"Ceel Waaq","113",2022,5,49427,27704,69823,12902,7112,18599,10133,0.454105168564209,1.90379508335775,0
"Ceerigaabo","113",2022,5,249657,99388,358003,55706,22001,80991,51180,0.223963427251061,4.00115994136152,4.34199949192195
"Dhuusamarreeb","113",2022,5,241031,238091,246709,57143,55937,58641,49411,1,233.088013717568,236.00073219007
"Diinsoor","113",2022,5,64828,31136,106817,20081,9698,32839,13290,0.356678090374815,59.507477897602,4.04105222399188
"Doolow","113",2022,5,78316,46805,140055,19760,11842,35429,16055,0.784604959748813,0.463688344712044,1.34759425181938
"Eyl","113",2022,5,87926,49276,143800,25641,14222,42593,18025,0.0458419059462748,2.68195329242401,0
"Gaalkacyo","113",2022,5,495016,300488,802428,143176,86654,232724,101478,0.545903939534391,1.07141135335605,2.00406242527958
"Galdogob","113",2022,5,175965,51170,495167,48168,13709,139971,36073,0.091419602410854,3.58907999830073,2.63267759187676
"Garbahaarey","113",2022,5,126866,80381,198978,33186,20760,53248,26007,0.378464974002774,10.3429732705929,9.35879607832502
"Garoowe","113",2022,5,218583,98348,288186,73153,32778,96989,44809,0.0928862636711691,0.0273495045057151,0.897063747787456
"Gebiley","113",2022,5,162191,130031,186277,35971,28697,41619,33249,0.0644874836463739,0,0
"Hargeysa","113",2022,5,1188865,965194,1583370,254172,205296,341050,243717,0.0621051555111834,0.0173329783550505,0.0667319666669445
"Hobyo","113",2022,5,100783,67040,149798,25304,16645,38127,20661,0.704327555826394,6.34247769495185,0.665960157969944
"Iskushuban","113",2022,5,86010,70625,120508,24427,19737,34664,17632,0.137253154914693,1.39045537781882,5.30791226836925
"Jalalaqsi","113",2022,5,110272,67063,173446,28834,17383,46347,22606,0.533026954402292,0,0
"Jamaame","113",2022,5,130321,63209,181577,34025,16344,47651,26716,0.330101051589903,4.85745284533345,3.36830671756699
"Jariiban","113",2022,5,107690,64200,144678,29995,17665,40844,22077,0.160687329103203,0.224964556742677,0
"Jilib","113",2022,5,173467,140027,199672,45317,35870,53254,35561,0.0866732904293458,1.37467534017539,0
"Jowhar","113",2022,5,365103,305733,446540,94342,72209,124290,74846,0.785374021125748,3.68825558039716,1.40411553630621
"Kismaayo","113",2022,5,348859,291812,424641,85069,70914,103557,71516,0.195525277014119,0.421355501311091,0.990911903083325
"Kurtunwaarey","113",2022,5,141620,38297,236687,36984,9981,62229,29032,0.172352245199331,19.0373340483368,0
"Laas Caanood","113",2022,5,204616,143050,330871,55000,38136,89303,41946,0.488163204241099,0.248895739993905,0.83141768466049
"Laasqoray","113",2022,5,225811,57014,433484,54324,13524,107356,46291,0.215669662514933,7.52337106210265,5.77391731273333
"Lughaye","113",2022,5,81191,54358,117357,19094,12521,28245,16644,0.181633324356205,0.803317463735154,0.163386602793591
"Luuq","113",2022,5,145532,116970,166722,40738,32580,46846,29834,0.721532156215237,29.2205096810505,33.2835519795585
"Marka","113",2022,5,296884,147387,537580,77558,38559,141289,60861,0.625078312591534,4.82949429300876,0.472408091717106
"Owdweyne","113",2022,5,94579,54224,142911,19689,11116,30186,19389,0.210302755749621,0.0945252606221643,0
"Qandala","113",2022,5,145887,48170,517208,39613,12777,144734,29907,0.0573933170581639,6.00492840159694,0
"Qansax Dheere","113",2022,5,39002,9710,84856,12750,3175,27211,7995,0.39876334436011,122.018914481105,9.07776876403508
"Qardho","113",2022,5,209169,116595,328285,59184,32998,93228,42880,0.507528643363619,4.34907654851719,6.6174400782641
"Qoryooley","113",2022,5,246476,161780,315832,64440,42115,82556,50528,0.379968392654312,5.60841955260584,0.275337817914939
"Rab Dhuure","113",2022,5,53118,34598,80574,13864,9142,21314,10889,0.421099480409334,0,0
"Saakow","113",2022,5,157846,114334,204074,41269,29780,53762,32359,0.504779261606084,3.16145184756231,3.83047277795931
"Sablaale","113",2022,5,42509,3518,71624,11124,890,18962,8714,0.108981371159213,29.4122475218757,0
"Sheikh","113",2022,5,87669,60656,118415,18393,11970,26098,17972,0.00132599420441816,0,0
"Taleex","113",2022,5,73517,20697,150531,17731,4903,38383,15071,0.129083487196883,0,2.13952491316651
"Tayeeglow","113",2022,5,97755,73194,121047,25525,18900,32081,20040,0.453291932186681,1.30623091057945,0
"Waajid","113",2022,5,85189,71390,99785,33647,28100,39709,17464,0.490686009074348,2.70351353909371,0
"Wanla Weyn","113",2022,5,216654,130102,312211,68397,40762,99974,44414,0.635899288068666,1.20913377863875,0
"Xarardheere","113",2022,5,72060,31991,157303,18835,8292,41326,14772,0.379889595547487,6.21704154293986,0
"Xudun","113",2022,5,67501,27083,171821,19067,7572,49661,13838,0.387471710525412,3.77509675154239,0
"Xudur","113",2022,5,114208,96032,126832,37983,31920,42287,23413,0.4514170156033,41.1525129118967,3.83819535091661
"Zeylac","113",2022,5,72973,55813,90352,17099,12815,21750,14960,0.078602179085271,0,0
"Adan Yabaal","114",2022,6,86689,41788,139702,22652,10750,37168,17771,0.118752715168849,2.52322974591073,2.18109689900758
"Afgooye","114",2022,6,363686,197493,591384,88078,46779,148843,74556,0.552859027179001,7.31947942154168,11.6966292483272
"Afmadow","114",2022,6,208916,96394,328253,54525,25015,86519,42828,0.348910681558381,0.0954803932755916,9.16611775445679
"Baardheere","114",2022,6,195874,164459,222986,54400,45116,62809,40154,0.733370329903411,4.04093034463305,5.97624181236918
"Badhaadhe","114",2022,6,81478,58483,121897,21315,15003,32627,16703,0.0903064107111903,9.38928559632921,8.86105574562152
"Baki","114",2022,6,77144,42763,113538,17954,9671,27210,15815,0.122135420326769,3.23002012137652,1.18134995179975
"Balcad","114",2022,6,201918,154215,235804,51486,38534,62287,41393,0.665067159204114,1.29112364083761,0.977203383065329
"Banadir","114",2022,6,2756228,2194898,3191320,712660,570895,825741,565027,0.518583231490065,0.006957388152695,25.0110780522909
"Bandarbeyla","114",2022,6,24716,7149,49174,6962,1978,13864,5067,0.298449750275644,23.2177609356056,2.9341126457084
"Baraawe","114",2022,6,94169,80791,124119,24588,20749,33052,19305,0.213431623935373,5.93645216484194,0
"Baydhaba","114",2022,6,583616,434864,750894,178462,133073,229607,119641,0.712309490686762,5.74779045079483,2.17934859438936
"Belet Weyne","114",2022,6,662897,653944,670852,181284,177884,184366,135894,0.780430052161493,0.494820857664779,0.923263307594038
"Belet Xaawo","114",2022,6,79647,66433,92873,18687,15531,22009,16328,0.533818515021059,0.594866965731547,8.74581007064891
"Berbera","114",2022,6,173390,119899,206283,38579,26314,46699,35545,0.0592495407481328,0.0542538758123234,0
"Borama","114",2022,6,761191,355004,1800643,173282,79654,417135,156044,0.0409730183567549,1.09325331771873,1.09139404336887
"Bossaso","114",2022,6,451338,138352,715878,120419,36797,192359,92524,0.176834193605784,2.39514869831072,2.10735951362997
"Bu'aale","114",2022,6,99782,79805,119656,26079,20638,31613,20455,0.170518670779232,6.49463612297212,0
"Bulo Burto","114",2022,6,174632,103794,262497,45673,26801,70015,35800,0.550653478466723,1.29691634427275,0.430196641027058
"Burco","114",2022,6,505771,363987,574289,123252,87771,141131,103683,0.158773308735432,10.5655962660429,7.32732547828056
"Burtinle","114",2022,6,89597,55225,154795,24642,14985,43290,18367,0.0570250430080095,5.71384488408549,0.571384488408549
"Buuhoodle","114",2022,6,76323,66695,94688,19394,15732,25114,15646,0.596676299171935,2.46373485106725,16.71054942463
"Buur Hakaba","114",2022,6,152380,48976,214173,44745,14440,63103,31238,0.0788918320507789,11.2592640193264,0
"Cabudwaaq","114",2022,6,121213,96710,151204,25813,20210,32985,24849,0.781566052732978,0.194354475807462,0.059151362202271
"Cadaado","114",2022,6,116001,72473,165185,28564,17779,41005,23780,0.790523625598647,3.51342800131222,3.25317407528909
"Cadale","114",2022,6,80953,56739,100884,21148,14558,26952,16595,0.149066426378372,1.72327534968971,1.42300767512256
"Caluula","114",2022,6,53027,47902,58838,12617,11229,14282,10871,0.0524041607650069,4.6056951814154,0
"Caynabo","114",2022,6,75461,56587,118007,19276,14136,31000,15469,0.312818693809136,14.3040029451018,16.0990150793891
"Ceel Afweyn","114",2022,6,98091,37199,138160,23529,8828,33750,20109,0.311159816474126,19.3313459167768,2.13948753106436
"Ceel Barde","114",2022,6,56775,38812,72628,13792,9348,17870,11639,0.498918875798445,32.1597132161041,11.6977958571486
"Ceel Buur","114",2022,6,113286,73898,162810,28960,18305,42987,23224,0.380355704077757,1.93270562001094,0
"Ceel Dheer","114",2022,6,117378,95201,131223,30646,24314,34980,24063,0.168977082004698,1.35925543554082,0.666641200870339
"Ceel Waaq","114",2022,6,49129,27339,69634,12824,7016,18529,10071,0.457123845863565,11.4298679607699,0
"Ceerigaabo","114",2022,6,250075,99543,358618,55799,22033,81130,51265,0.226276141093022,3.6984737979871,3.91051962907169
"Dhuusamarreeb","114",2022,6,299157,296357,304858,70923,69546,72545,61327,0.983987584444839,0.330946438550761,4.56639227333676
"Diinsoor","114",2022,6,59143,25745,100316,18320,7996,31049,12124,0.406080002762685,187.008899717957,5.8918515868587
"Doolow","114",2022,6,80386,48687,142337,20282,12315,36006,16479,0.786043062368223,0.505444845255138,30.2284097731753
"Eyl","114",2022,6,87902,49171,143879,25634,14195,42614,18020,0.0456365865270908,2.51636200325448,0
"Gaalkacyo","114",2022,6,494908,299760,803160,143144,86425,232937,101456,0.54619873240104,3.81289812182402,2.86138085918376
"Galdogob","114",2022,6,179618,54602,499365,49167,14623,141153,36822,0.120121626412313,0.873270809693053,33.586584062689
"Garbahaarey","114",2022,6,127273,80684,199524,33293,20837,53391,26091,0.38197975658498,5.03003151712003,6.49182768003759
"Garoowe","114",2022,6,218783,98373,288479,73221,32776,97092,44851,0.0926241847205461,1.12616827719094,0.0874693807526941
"Gebiley","114",2022,6,162421,130165,186581,36022,28729,41683,33296,0.0642896972380457,0.0563769786962767,0.0563769786962767
"Hargeysa","114",2022,6,1190903,966842,1586103,254608,205655,341623,244135,0.0621844113898242,0.0363367993005263,0.174762701397769
"Hobyo","114",2022,6,98235,64690,147490,24665,16075,37422,20138,0.719277012978626,34.820244126111,0.0652471782500518
"Iskushuban","114",2022,6,87685,72253,122254,24903,20200,35167,17975,0.161365193034293,9.33390285490957,27.9543283471911
"Jalalaqsi","114",2022,6,110358,67074,173639,28857,17389,46404,22623,0.531856863206459,2.20308295224257,1.14310907899378
"Jamaame","114",2022,6,130699,63168,182358,34124,16348,47835,26793,0.331533931638611,5.98330167548679,3.72962083760034
"Jariiban","114",2022,6,107151,63580,144204,29845,17498,40706,21966,0.160703165980783,7.24566645301985,0
"Jilib","114",2022,6,173384,139847,199686,45295,35836,53255,35544,0.0866445253940228,2.57456538180407,0
"Jowhar","114",2022,6,366176,307540,447415,94620,72501,124488,75066,0.779965061412007,1.56419944808556,1.42453878307792
"Kismaayo","114",2022,6,349291,291864,425519,85174,70917,103770,71605,0.195604165426212,0.728513711869326,1.53829588562049
"Kurtunwaarey","114",2022,6,130038,26019,225061,33960,6872,59229,26658,0.217238343648086,156.954510343452,4.69302984697743
"Laas Caanood","114",2022,6,209144,147474,335735,56217,39316,90597,42874,0.500593366082329,4.08581082143648,26.3382419450122
"Laasqoray","114",2022,6,225796,56709,433825,54321,13456,107437,46288,0.217144091592816,5.10441856339355,2.15872864279303
"Lughaye","114",2022,6,81458,54574,117689,19157,12572,28325,16699,0.182742765465656,0.447693304689055,2.11636834943917
"Luuq","114",2022,6,146099,116780,167756,40896,32593,47098,29950,0.719905022253266,0,5.56582807131154
"Marka","114",2022,6,295246,145279,535847,77130,38007,140958,60526,0.6398590507234,25.8870452439147,10.9360280758509
"Owdweyne","114",2022,6,96046,55628,144466,19994,11408,30522,19689,0.219925596700279,0.278332092738054,15.308265100593
"Qandala","114",2022,6,145897,47964,517887,39616,12735,144903,29909,0.0573298600864788,4.82248489163876,0
"Qansax Dheere","114",2022,6,31962,1903,82120,10449,622,26268,6552,0.226692942112857,160.540682082246,7.52452658928035
"Qardho","114",2022,6,208493,115631,327910,58992,32702,93097,42741,0.514774847455085,11.9341635749192,7.38675923875111
"Qoryooley","114",2022,6,240096,154988,310019,62771,40386,80994,49220,0.389461482146241,31.8430501336284,0
"Rab Dhuure","114",2022,6,53192,34591,80743,13884,9140,21353,10904,0.419118684727228,2.24296751379584,0
"Saakow","114",2022,6,157698,113779,204199,41230,29666,53782,32328,0.506952541604269,5.48354310665622,4.58384801011502
"Sablaale","114",2022,6,27331,-11575,56436,7153,-3045,14830,5603,0,-744.687550270555,-3.64000135661987
"Sheikh","114",2022,6,87831,60761,118636,18428,11991,26146,18005,0.0013180922180258,0,0
"Taleex","114",2022,6,72611,19651,149809,17513,4643,38188,14885,0.132929534977165,22.5988992988517,0.339983440779185
"Tayeeglow","114",2022,6,97315,72688,120677,25410,18769,31976,19950,0.454349279977247,7.05478104824794,0
"Waajid","114",2022,6,84687,70787,99333,33448,27876,39510,17361,0.492591036521694,9.71128490847543,0
"Wanla Weyn","114",2022,6,216842,130095,312774,68457,40792,100084,44453,0.632136129651275,2.88078197243777,0
"Xarardheere","114",2022,6,71309,31080,156771,18638,8069,41190,14618,0.38665288470196,19.5366302340618,0
"Xudun","114",2022,6,67236,26860,171709,18992,7514,49629,13783,0.390534052816953,11.8069530084831,1.81305270916782
"Xudur","114",2022,6,109623,91191,122556,36458,30317,40875,22473,0.473246626627316,51.8425996761699,5.02325810526864
"Zeylac","114",2022,6,73084,55899,90491,17125,12834,21784,14982,0.079176951130001,1.21658563062809,1.07345790937772
"Adan Yabaal","115",2022,7,86723,41740,139827,22661,10737,37199,17778,0.120006582319602,3.39368461337405,1.68258312763923
"Afgooye","115",2022,7,367340,201954,595346,88964,47831,149727,75305,0.550946811395949,2.9253225357755,7.78216793862321
"Afmadow","115",2022,7,209796,96878,329517,54755,25151,86860,43008,0.349512687339793,0.0279389624695059,4.67139452490139
"Baardheere","115",2022,7,199078,168308,225917,55290,46146,63673,40811,0.743699376267368,11.9207185444984,26.972592194129
"Badhaadhe","115",2022,7,81602,58561,122096,21348,15023,32678,16728,0.0979966305683767,9.07193162454442,8.76865484058436
"Baki","115",2022,7,77225,42784,113679,17973,9676,27243,15831,0.12227427432418,1.65843576186702,0.896451763171362
"Balcad","115",2022,7,201572,153898,235629,51398,38463,62181,41322,0.663995640170779,5.23445082126162,0.603584929971059
"Banadir","115",2022,7,2770122,2202773,3210842,716253,573049,830954,567875,0.519323786675796,0,6.20676220665259
"Bandarbeyla","115",2022,7,24508,6864,49056,6903,1898,13825,5024,0.306815809954752,24.0497391979957,3.19359680406989
"Baraawe","115",2022,7,94357,80938,124405,24638,20790,33111,19343,0.213143601203987,0,0
"Baydhaba","115",2022,7,584925,436736,751736,178862,133809,229874,119910,0.709085578317609,2.40791746226027,2.10495766519043
"Belet Weyne","115",2022,7,664257,655066,672428,181656,178240,184781,136173,0.775073085427706,0.0662427294991676,0.201739221656556
"Belet Xaawo","115",2022,7,80485,67174,93846,18883,15707,22155,16499,0.53433454742517,0.989343029046494,8.21530413993038
"Berbera","115",2022,7,173678,120096,206634,38643,26357,46777,35604,0.0591565482183525,0.180545566449865,0.162491009804878
"Borama","115",2022,7,762450,355574,1803620,173568,79783,417814,156302,0.0411465764726908,0.367523780128864,0.467757538345827
"Bossaso","115",2022,7,452857,139301,717877,120824,37060,192896,92836,0.194909401623253,16.5999914690319,19.2383803208421
"Bu'aale","115",2022,7,99788,79699,119822,26081,20623,31649,20457,0.170574842552555,2.82162167343761,0
"Bulo Burto","115",2022,7,174986,104012,262960,45766,26905,70141,35872,0.546806684756461,0.164108981266038,0.164108981266038
"Burco","115",2022,7,506502,364497,575132,123430,87889,141334,103833,0.157758431980173,0.432913706125934,0.203245871420626
"Burtinle","115",2022,7,89709,55275,155017,24673,15001,43352,18390,0.0565824423335405,0.570725885797679,0
"Buuhoodle","115",2022,7,76610,67027,94910,19466,15785,25161,15705,0.592947204229276,0.880146038534482,1.30688351176332
"Buur Hakaba","115",2022,7,152620,48892,214604,44815,14417,63294,31287,0.0788830644204208,2.01516825124143,0
"Cabudwaaq","115",2022,7,121323,96877,151309,25837,20237,33012,24871,0.774486287538514,0,0
"Cadaado","115",2022,7,115793,72439,165050,28513,17791,40968,23738,0.786285931648599,3.93830631288172,0
"Cadale","115",2022,7,80689,56427,100658,21079,14480,26891,16541,0.150089690487601,6.21200424613344,0.838751628169916
"Caluula","115",2022,7,52903,47743,58758,12587,11201,14248,10845,0.0525827675141094,5.0916940056067,0.227986298758509
"Caynabo","115",2022,7,75723,56791,118329,19342,14191,31085,15523,0.316731710568775,4.82053645350233,6.44135450743355
"Ceel Afweyn","115",2022,7,98591,38751,138410,23649,9197,33793,20211,0.30622737205046,2.80600014429761,2.11070807314422
"Ceel Barde","115",2022,7,57077,39045,72967,13865,9404,17948,11701,0.853865149096472,358.324005165084,360.855941299891
"Ceel Buur","115",2022,7,113488,74025,163124,29011,18341,43062,23265,0.380040017954009,0.133707476598806,0
"Ceel Dheer","115",2022,7,117579,95362,131443,30699,24356,35040,24104,0.168910548051158,0,0
